Motif Name,Motif Count,AUPR Difference,MS Difference
MYOD1_HUMAN.H10MO.C,13425,-0.000551619658088,-0.000235915
WT1_HUMAN.H10MO.D,59189,-0.000571308811349,-0.00125265
BHE22_HUMAN.H10MO.D,17702,-0.000168056272392,-0.000252366
GATA1_HUMAN.H10MO.A,22835,5.04730377549e-05,-0.000699341
ERG_HUMAN.H10MO.B,27070,6.74486112897e-05,-0.000901431
E2F7_HUMAN.H10MO.D,42642,-0.000137917317596,-0.00094831
HAND1_HUMAN.H10MO.D,8414,7.67167112661e-05,-8.38339e-05
TBX19_HUMAN.H10MO.D,11687,-0.000328331398948,-0.000292242
HXD8_HUMAN.H10MO.D,14130,-0.000123120266657,-0.00038451
ELK1_HUMAN.H10MO.A,20579,-0.000645941181461,-0.000538051
FOSB_HUMAN.H10MO.C,6646,-9.49899437326e-05,-6.21378e-05
TBX2_HUMAN.H10MO.D,11212,-0.000222743527829,-0.000155061
ESR1_HUMAN.H10MO.A,12537,5.10190811308e-05,-9.80198e-05
RUNX3_HUMAN.H10MO.C,15483,0.000107305928739,-0.000150204
NKX23_HUMAN.H10MO.D,11091,-3.68614861423e-05,-0.000351369
NKX62_HUMAN.H10MO.D,19043,-5.13778207731e-05,-0.000566721
ESR1_HUMAN.H10MO.S,18460,-0.000225994206826,-0.000101805
MAZ_HUMAN.H10MO.A,84308,-0.000949088609924,-0.00163221
HXA7_HUMAN.H10MO.D,7368,-9.10238268071e-05,-0.00016132
CRX_HUMAN.H10MO.C,15417,0.000150394586134,-0.00029406
SHOX_HUMAN.H10MO.D,24266,0.00083993881862,-0.000498354
NOBOX_HUMAN.H10MO.C,11880,4.76292199197e-05,-0.000308126
MZF1_HUMAN.H10MO.D,55322,-0.000687405944887,-0.00210518
STAT1_HUMAN.H10MO.A,18885,6.63972680564e-05,-0.000510126
CTCFL_HUMAN.H10MO.A,39068,-0.000282470495884,-0.000938922
CEBPD_HUMAN.H10MO.B,18484,0.000559126564892,-0.000787228
TF7L2_HUMAN.H10MO.A,19726,5.38032904811e-05,-0.000120491
ID4_HUMAN.H10MO.D,14355,-0.000273065349405,-0.000203341
PAX3_HUMAN.H10MO.D,15497,0.000111225597886,-0.000266284
STAT1_HUMAN.H10MO.S,12063,6.49981172369e-05,-0.000403315
PAX7_HUMAN.H10MO.D,16908,8.37178082366e-05,-0.000366956
NKX22_HUMAN.H10MO.D,8002,-0.000136180949844,-0.00020811
RXRG_HUMAN.H10MO.B,17000,-0.000224385762774,-0.000375479
TBX20_HUMAN.H10MO.D,37823,-0.000525482379113,-0.000969648
MUSC_HUMAN.H10MO.D,31003,-0.000278760811304,-0.00109845
ZSCA4_HUMAN.H10MO.D,18678,-0.000749976953929,-0.000417471
VSX2_HUMAN.H10MO.D,9357,0.000212898844917,-0.000304699
NFAT5_HUMAN.H10MO.D,14879,0.000265680398198,-0.000178725
BCL6_HUMAN.H10MO.C,5961,-4.76663308074e-05,-0.000126213
ZIC1_HUMAN.H10MO.B,97887,-0.000339962202337,-0.00232026
MEF2D_HUMAN.H10MO.C,14432,-0.000666931320383,-0.000183254
SP3_HUMAN.H10MO.B,97456,-0.000623502125431,-0.00139332
NR1H4_HUMAN.H10MO.C,15287,-4.34480256004e-05,-0.000358552
E2F4_HUMAN.H10MO.A,62046,0.000383112176237,-0.00169954
E2F5_HUMAN.H10MO.B,39615,1.14646012827e-05,-0.000704139
HLF_HUMAN.H10MO.C,17476,7.3638914444e-07,-0.000428438
TBX4_HUMAN.H10MO.D,13098,-0.000869983449141,-9.77516e-06
HXD13_HUMAN.H10MO.D,12691,1.19148657084e-05,-0.000330061
HME1_HUMAN.H10MO.D,19573,1.1726685473e-05,-0.000492632
TYY1_HUMAN.H10MO.A,26011,-0.00110511393887,-0.000782937
FOXF1_HUMAN.H10MO.D,40848,0.000331439846447,-0.000807315
EMX1_HUMAN.H10MO.D,15719,0.000426291929322,-0.000357181
ZN232_HUMAN.H10MO.D,14169,5.32195120926e-05,-0.00027445
BC11A_HUMAN.H10MO.C,89223,0.000581282227649,-0.00292468
SOX13_HUMAN.H10MO.D,24757,-0.000233667378342,-0.000475377
NKX32_HUMAN.H10MO.C,16610,-4.07438404931e-05,-0.000567317
CREB3_HUMAN.H10MO.D,26220,1.70008738903e-05,-0.000575274
PO2F3_HUMAN.H10MO.D,13295,-0.000143163843221,-0.000446111
HMX2_HUMAN.H10MO.D,15927,-0.000178800349911,-0.000239372
SNAI1_HUMAN.H10MO.C,14962,-7.90509711288e-05,-0.000301331
HXC6_HUMAN.H10MO.D,29819,-0.00027083564226,-0.000533223
P63_HUMAN.H10MO.S,12263,-0.000206279671063,-0.000182033
VAX2_HUMAN.H10MO.D,14070,2.0306258488e-05,-0.000442564
CEBPB_HUMAN.H10MO.A,13936,-0.000116869450329,-0.000498742
TLX1_HUMAN.H10MO.S,18527,-0.000110102073133,-0.00044629
BATF3_HUMAN.H10MO.D,23496,0.000150300429513,-0.000849426
HXB1_HUMAN.H10MO.D,21103,8.56559112657e-05,-0.000604391
PDX1_HUMAN.H10MO.C,8192,-0.000118720092982,-0.000145793
TF65_HUMAN.H10MO.A,20938,-8.22320325092e-05,-0.00041911
LHX6_HUMAN.H10MO.D,16094,0.000337969434725,-0.000315964
E4F1_HUMAN.H10MO.D,20902,-0.000196950946563,-0.000348091
